"Index","Library Ref","Library Path","Footprint Ref","Footprint Path","Description","Manufacturer 1","Manufacturer Part Number 1","Location","LCSC","Digikey","Mouser","TME","JAMECO","GenericName","Package","ICtype","Mounting"
"73356c63-4a58-4eb3-9df6-188984ddb8c6","","","","","IC,OPAMP,SINGLE,741C,SO8,SMD","SGS","741C","R257","","","","","","741C","SO8","OPAMP,SINGLE","SMD"
"b7816915-12fd-4b58-94fa-a83912368b56","","","","","IC,QUADCOMPARATOR,LM339,SO14","TI","LM339","R258","","","","","","LM339","SO14","QUADCOMPARATOR",""
"bb4a2b53-fe72-4563-a723-7b85fffa5d5a","","","","","IC,MAX232,SO16","","MAX232","R265","","","","","","MAX232","SO16","",""
"96aa5a06-971f-494d-a34c-1d133665f505","","","","","IC,MAX7428,SOT28","","MAX7428","R267","","","","","","MAX7428","SOT28","",""
"92d9b43d-943a-4fab-830b-764d46d8c6e7","","","","","IC,REGULATOR,LM2940IS-3.3","","LM2940IS-3.3","R247,R253","","","","","","LM2940IS-3.3","","REGULATOR",""
"e18f3359-0a6c-4b70-a024-733c3cfebd99","","","","","IC,REGULATOR,LINEAR,POSITIVE,LD1117,DPAK","ST","LD1117","R239, R243, R228, R249","","","","","","LD1117","DPAK","REGULATOR,LINEAR,POSITIVE",""
"a2a9fc94-027a-4f5d-9e18-aa237317d077","","","","","IC,REGULATOR,LINEAR,POSITIVE,78M05,DPAK,SMD","ONSEMI","78M05","R245, R227","","","","","","78M05","DPAK","REGULATOR,LINEAR,POSITIVE","SMD"
"aa50c49a-339c-4555-bdda-9d977482b6e2","","","","","IC,REGULATOR,LINEAR,POSITIVE,LF18A,DPAK5","","LF18A","R241, R235","","","","","","LF18A","DPAK5","REGULATOR,LINEAR,POSITIVE",""
"caa00ab7-e6b0-4578-8804-32c47bddb242","","","","","IC,REGULATOR,LINEAR,POSITIVE,LT1117,SOT223","","LT1117","R225","","","","","","LT1117","SOT223","REGULATOR,LINEAR,POSITIVE",""
"7f0ba4ff-22b3-45db-bbe2-4f0e3a557d3c","","","","","IC,REGULATOR,L6932D1.2","","L6932D1.2","R233","","","","","","L6932D1.2","","REGULATOR",""
"65d0e209-2290-45c2-a929-ccec6404dc2e","","","","","IC,IRU3037CS","","IRU3037CS","R226","","","","","","IRU3037CS","","",""
"679d90f9-8535-4a00-8b9d-570af98db943","","","","","IC,REGULATOR,L6932D1.8","","L6932D1.8","R229","","","","","","L6932D1.8","","REGULATOR",""
"34bd5744-3a8e-43c1-8b94-3b0191cb5fe7","","","","","IC,MEMORY,AS7C340098-15TI","ALLIANCE","AS7C340098-15TI","R256","","","","","","AS7C340098-15TI","","MEMORY",""
"e748f47d-2edf-4f9c-8a07-71e03d8776c3","","","","","IC,MEMORY,SST38VF166-70-4C-EK","SST","SST38VF166-70-4C-EK","R252","","","","","","SST38VF166-70-4C-EK","","MEMORY",""
"1b0b8331-2b7a-4106-ae93-38c82d403297","","","","","IC,MEMORY,K4S161622D-TC80","SAMSUNG","K4S161622D-TC80","R255","","","","","","K4S161622D-TC80","","MEMORY",""
"ac21f7b7-fef5-4f1c-896e-c7183977c3a9","","","","","IC,MEMORY,TC55V16100FT-12","TOSHIBA","TC55V16100FT-12","R251","","","","","","TC55V16100FT-12","","MEMORY",""
"471a8d73-cba0-4538-8196-abedb25d77a2","","","","","IC,REGULATOR,BB1117,SOT223","TI","BB1117","R231","","","","","","BB1117","SOT223","REGULATOR",""
"d6b70182-34e9-4e77-b19d-c838bad3e90f","","","","","IC,ADSL FUSE","","ADSL FUSE","R236","","","","","","ADSL FUSE","","",""
"066e378b-f85a-4fc0-b6c5-d98b2d4704b0","","","","","IC,REGULATOR,LP3964-2.5","","LP3964-2.5","R244","","","","","","LP3964-2.5","","REGULATOR",""
"31fed4bc-42d8-4898-8563-993df43eb183","","","","","IC,MEMORY,PARALLEL,FLASH,AT29LV040A","","AT29LV040A","R254","","","","","","AT29LV040A","","MEMORY,PARALLEL,FLASH",""
"3021423b-e22c-458b-afb9-8d4c992daa00","","","","","IC,REGULATOR,LM3940IS-3.3","","LM3940IS-3.3","R232","","","","","","LM3940IS-3.3","","REGULATOR",""
"85fb8c32-41fd-4998-aebc-b4038d8f1c97","","","","","IC,TPS76333","","TPS76333","R250","","","","","","TPS76333","","",""
"8075aed7-23f4-4c4f-99ab-d2824b589612","","","","","IC,OPTOISOLATOR,DIGITAL,740L6000,SMD","TOSHIBA","740L6000","R305, R317","","","","","","740L6000","","OPTOISOLATOR,DIGITAL","SMD"
"b3976191-43a9-45c7-8285-fe6378a5a3f8","","","","","IC,OPTOISOLATOR,DUAL,952S,SMD","Q","952S","R309 - R316","","","","","","952S","","OPTOISOLATOR,DUAL","SMD"
"dc71cc08-179a-4e6a-a551-5072562fc4b7","","","","","IC,LINEAR,REGULATOR,CURRENT,LM334Z,TO92","LINEAR TECHNOLOGIES","LM334Z","","","","","","23739","LM334Z","TO92","LINEAR,REGULATOR,CURRENT",""
"8214f6d2-e72e-48ff-8039-db9fc61c7bb5","","","","","IC,VOLTAGE REFERENCE,1.2V,LM385Z-1.2,TO92","TI","LM385Z-1.2","","","","","","24117","LM385Z-1.2","TO92","VOLTAGE REFERENCE,1.2V",""
"311697dd-5bd6-4c10-9df7-e6ed469971ff","","","","","IC,LOGIC,QUAD,NAND2,SCHMITTTRIGGER,74HC132N,DIP14,SMD","TI","74HC132N","","","","","","45321","74HC132N","DIP14","LOGIC,QUAD,NAND2,SCHMITTTRIGGER","SMD"
"d8e36663-1e27-469e-8e4f-a7b1e7383f43","","","","","IC,OPAMP,SINGLE,LMC6062IN,DIP8","NATSEMI","LMC6062IN","","","","","","2045122","LMC6062IN","DIP8","OPAMP,SINGLE",""
"027aab7e-5f98-4b42-bcd3-6a14ca990d90","","","","","IC,OPAMP,SINGLE,LF411CP,DIP8","TI","LF411CP","","","","","","23018","LF411CP","DIP8","OPAMP,SINGLE",""
"377b7d61-6618-4e22-bb42-cf36bddfd27f","","","","","IC,OPAMP,SINGLE,LM2904P,DIP8","TI","LM2904P","","","","","","2308551","LM2904P","DIP8","OPAMP,SINGLE",""
"81e59a08-ad80-4232-967a-aca8c869512a","","","","","IC,OPAMP,SINGLE,LF412,DIP8","TI","LF412","","","","","","23026","LF412","DIP8","OPAMP,SINGLE",""
"f7cfff84-0d42-4557-a240-c025b3a4e5e2","","","","","IC,LP2980-ADJ,SOT25","NATIONAL","LP2980-ADJ","R353, R354","","","","","","LP2980-ADJ","SOT25","",""
"d518b4df-562e-4bf5-a57b-2f00f1276447","","","","","IC,24C03,SO8,SMD","ST","24C03","R365, R366, R367,R369, R372, R370, R371","","","","","","24C03","SO8","","SMD"
"629cf7f7-2ed7-4857-811f-cd154cc7e653","","","","","IC,OPA1632,MSOP8","ANALOG","OPA1632","R356","","","","","","OPA1632","MSOP8","",""
"cc6c30a1-9877-4bb0-b4ad-96bbc4453b76","","","","","IC,AD5243BRMZ10,SMD","ANALOG","AD5243BRMZ10","R355","","","","","","AD5243BRMZ10","","","SMD"
"a3e6d553-2879-4354-bcbc-bb6d116f7d01","","","","","IC,EPC1441PC8,DIP8","ALTERA","EPC1441PC8","R383","","","","","","EPC1441PC8","DIP8","",""
"7f05b871-35d1-47e0-a818-a2a90f72e279","","","","","IC,TPS2041P,DIP8","TI","TPS2041P","R378","","","","","","TPS2041P","DIP8","",""
"fe0dc588-d7ac-4411-99c9-8fe69651bd04","","","","","IC,LM2595T-5.0","NATIONAL","LM2595T-5.0","R379","","","","","","LM2595T-5.0","","",""
"b9d9eb4c-12ea-4e29-b0e5-bc67c5d064e4","","","","","IC,SPI,EEPROM,X25128P","XICOR","X25128P","R375, R376","","","","","","X25128P","","SPI,EEPROM",""
"cf8c6bb2-8c18-4f08-9694-f96a61dbb5fb","","","","","IC,TUSB2077A","TI","TUSB2077A","R377","","","","","","TUSB2077A","","",""
"92589c95-66c7-4172-97ed-e9035f241cf8","","","","","IC,TPS2044","TI","TPS2044","R384","","","","","","TPS2044","","",""
"293d3f54-7cf5-4f1b-9866-c974d37b7574","","","","","IC,TPS2052","TI","TPS2052","R380","","","","","","TPS2052","","",""
"7852c09a-596a-41c3-b322-babb6b034d70","","","","","IC,REGULATOR,POSITIVE,LINEAR,7805,TO220,TH","MISC","7805","MARS122A","","","","","","7805","TO220","REGULATOR,POSITIVE,LINEAR","TH"
"9e75a4a5-fc71-4c05-a33c-45cab0b9f97d","","","","","IC,REGULATOR,POSITIVE,LINEAR,7812,TO220,TH","MISC","7812","MARS122B","","","","","","7812","TO220","REGULATOR,POSITIVE,LINEAR","TH"
"0e617106-026d-43ae-865b-9d935d00e2a2","","","","","IC,REGULATOR,POSITIVE,LINEAR,7815,TO220,TH","MISC","7815","MARS122C","","","","","","7815","TO220","REGULATOR,POSITIVE,LINEAR","TH"
"f7775c14-d448-484e-a229-8c839497a2f0","","","","","IC,REGULATOR,POSITIVE,LINEAR,7818,TO220,TH","MISC","7818","MARS123A","","","","","","7818","TO220","REGULATOR,POSITIVE,LINEAR","TH"
"3d6e68a5-7479-4f54-80d6-82a272c73b83","","","","","IC,REGULATOR,POSITIVE,LINEAR,7824,TO220,TH","MISC","7824","MARS123B","","","","","","7824","TO220","REGULATOR,POSITIVE,LINEAR","TH"
"dc4dcae6-a05d-4a4e-8e08-0b4d13d6f88c","","","","","IC,LT1083,TO237","LINEAR","LT1083","MARS123C","","","","","","LT1083","TO237","",""
"2066c1e4-23dd-4088-b16e-23da215b9faf","","","","","IC,7905,TO220,TH","MISC","7905","MARS124A","","","","","","7905","TO220","","TH"
"b82c0c03-c120-489e-b7a0-cc0fe363779c","","","","","IC,7912,TO220,TH","MISC","7912","MARS124B","","","","","","7912","TO220","","TH"
"60d999a3-e6fa-4d53-b54c-cc987938726d","","","","","IC,7915,TO220,TH","MISC","7915","MARS124C","","","","","","7915","TO220","","TH"
"f363d6bb-20ea-4ec8-ad6d-d883c9694bdd","","","","","IC,LM317,TO220","NATIONAL","LM317","MARS125A","","","","","","LM317","TO220","",""
"7b6d3f83-c705-4354-86b7-fee8f6453490","","","","","IC,LM337,TO220","NATIONAL","LM337","MARS125B","","","","","","LM337","TO220","",""
"15492a18-0912-4c43-9ec9-ef2930373a7f","","","","","IC,I2C,IO EXPANDER 8 BIT,PCF8574,DIP16","NXP","PCF8574","MARS126A","","","","","","PCF8574","DIP16","I2C,IO EXPANDER 8 BIT",""
"47c17cdb-13aa-41a4-8de5-acb94fa70015","","","","","IC,I2C,AD-DA,8 BIT,PCF8591,DIP16","NXP","PCF8591","MARS126B","","","","","","PCF8591","DIP16","I2C,AD-DA,8 BIT",""
"741421f6-e3f1-4347-b40e-7e0f85f15f28","","","","","IC,AD558,SMD","ANALOG DEVICES","AD558","MARS127A","","","","","","AD558","","","SMD"
"ba9f28ab-c8ff-4f06-922c-e0b41306b04b","","","","","IC,ADM693","ANALOG DEVICES","ADM693","MARS127B","","","","","","ADM693","","",""
"4f32847e-341f-471f-a418-7c04c6b1cb7d","","","","","IC,L6202","ST","L6202","MARS127C","","","","","","L6202","","",""
"df0d6f5d-85e8-4494-835e-32dc19ba330f","","","","","IC,APC1441","","APC1441","MARS127D","","","","","","APC1441","","",""
"b5ebbaf4-3319-4966-b120-8c0ac0004dcd","","","","","IC,LM2678-3.3","NATIONAL","LM2678-3.3","MARS128A","","","","","","LM2678-3.3","","",""
"1913c13b-8b7b-4f54-9f4a-87beedc7fb77","","","","","IC,LM318","NATIONAL","LM318","MARS128B","","","","","","LM318","","",""
"ccc072b7-5b8d-493f-ac64-dfaa7375daff","","","","","IC,PCF8582","NXP","PCF8582","MARS128C","","","","","","PCF8582","","",""
"b100975c-d1fb-4d69-838b-3ba7b8470ea9","","","","","IC,LT1074","LINEAR TECH","LT1074","MARS129A","","","","","","LT1074","","",""
"9ddff4cf-ef43-402f-abea-43cb05b624be","","","","","IC,LMD18200","NTAIONAL","LMD18200","MARS129B","","","","","","LMD18200","","",""
"32dea80a-da27-476d-9540-d62c6b67723f","","","","","IC,LMD18201","NATIONAL","LMD18201","MARS129C","","","","","","LMD18201","","",""
"7b84e388-d887-4176-9df9-d38769b7ba43","","","","","IC,LM675","NATIONAL","LM675","MARS130A","","","","","","LM675","","",""
"6a0e30b4-ee0d-4a24-a5f6-0c2e15d4281e","","","","","IC,EL2008","ELANTEC","EL2008","MARS130B","","","","","","EL2008","","",""
"c2f45c9d-6d1a-4f37-8bb2-75e78465f34f","","","","","IC,OPAMP,QUAD,TL074,DIP14","TI","TL074","MARS131A","","","","","","TL074","DIP14","OPAMP,QUAD",""
"3d53b851-2801-4c93-8717-8936bdc0e4c5","","","","","IC,OPAMP,QUAD,TL084,DIP14","TI","TL084","MARS131B","","","","","","TL084","DIP14","OPAMP,QUAD",""
"cb8cec1a-b5ea-4c76-8c80-963bb6e0b24c","","","DIP8","","IC,24C02,DIP8,TH","NXP","24C02","MARS132A","","","","","","24C02","DIP8","","TH"
"654aa9ce-6828-40c2-aa2c-402713ee0677","","","DIP8","","IC,24C04,DIP8,TH","NXP","24C04","MARS132B","","","","","","24C04","DIP8","","TH"
"993c1bf3-4c1a-46c5-8fa2-d45b17671edf","","","DIP8","","IC,25128,DIP8,TH","","25128","MARS132C","","","","","","25128","DIP8","","TH"
"6bebb1a8-2aab-4954-b06c-cff55f1cfcc7","","","DIP8","","IC,I2C,TRANSCEIVER,P82B715,DIP8","NXP","P82B715","MARS132D","","","","","","P82B715","DIP8","I2C,TRANSCEIVER",""
"77f8a23b-3938-438d-962b-fb4e13f22490","","","","","IC,MAX232,DIP16","MAXIM","MAX232","MARS133","","","","","","MAX232","DIP16","",""
"8ada72d1-0aac-41b5-8e94-d1418d62dd0f","","","","","IC,DRIVER,DARLINGTON 7CH,ULN2003,DIP16","TOSHIBA","ULN2003","MARS134A","","","","","","ULN2003","DIP16","DRIVER,DARLINGTON 7CH",""
"6ee5d08c-90cc-4cbc-abed-ac0555c13965","","","","","IC,DRIVER,DARLINGTON 8CH,ULN2803,DIP18","TOSHIBA","ULN2803","MARS134B","","","","","","ULN2803","DIP18","DRIVER,DARLINGTON 8CH",""
"162c61f6-8789-4ccf-b98f-9c8cdb6cca79","","","","","IC,MC1488","MOTOROLA","MC1488","MARS135A","","","","","","MC1488","","",""
"c82475e0-f328-431f-8cd3-d3beb09240a3","","","","","IC,MC1489","MOTOROLA","MC1489","MARS135B","","","","","","MC1489","","",""
"e68e061e-a655-44af-81d0-732ee7850566","","","","","IC,L200","ST","L200","MARS135C","","","","","","L200","","",""
"eb37dcd7-ee3e-4d17-b555-800659c5f6b7","","","","","IC,UPC1651","NEC","UPC1651","MARS135D","","","","","","UPC1651","","",""
"1ba52c13-735a-4efe-820c-ca70c6672546","","","","","IC,TIL919","","TIL919","MARS136","","","","","","TIL919","","",""
"0e9aa493-3e0c-40b7-bf9a-525b08ecf663","","","","","IC,MCT6","","MCT6","MARS137A","","","","","","MCT6","","",""
"53c84dbd-c975-42a3-8477-b09fac3b38a4","","","","","IC,74OL6000,SMD","","74OL6000","MARS137B","","","","","","74OL6000","","","SMD"
"3f118ba0-7def-4d31-8a98-2534c7b676ff","","","","","IC,LM323","NATIONAL","LM323","MARS138A","","","","","","LM323","","",""
"34b71f78-98f8-4631-896d-087c4c82aeb4","","","","","IC,LM324","NATIONAL","LM324","MARS138B","","","","","","LM324","","",""
"922c25af-c4aa-40b2-ac86-fad774c77f95","","","","","IC,LM335","NATIONAL","LM335","MARS138C","","","","","","LM335","","",""
"1f85ca5d-f9e9-4e74-add4-85da85251509","","","","","IC,LM336","NATIONAL","LM336","MARS138D","","","","","","LM336","","",""
"ebd337c3-8b7a-4a7b-b9a6-23eed46a43db","","","DIP8","","IC,OPAMP,SINGLE,CURRENT FEEDBACK,AD811,DIP8,TH","ANALOG","AD811","MARS139A","","","","","","AD811","DIP8","OPAMP,SINGLE,CURRENT FEEDBACK","TH"
"e990227e-8779-4e6f-b4f4-6f6ec7769dfc","","","","","IC,COMPARATOR,DUAL,LM393","NATIONAL","LM393","MARS139B","","","","","","LM393","","COMPARATOR,DUAL",""
"12a81827-5bb3-4f13-9673-770589c2d554","","","","","IC,NE5534","NATIONAL","NE5534","MARS139C","","","","","","NE5534","","",""
"dcbbd538-ee81-43f3-9326-9e223ef89197","","","","","IC,DISPLAY DRIVER,BARGRAPH,LM3914","NATIONAL","LM3914","MARS139D","","","","","","LM3914","","DISPLAY DRIVER,BARGRAPH",""
"456b6880-b3ca-4031-adf4-d6e8b0018357","","","","","IC,LF13332","NATIONAL","LF13332","MARS140A","","","","","","LF13332","","",""
"b1216eee-958c-4f92-b569-9e0fca268c9a","","","","","IC,LF13508","NATIONAL","LF13508","MARS140B","","","","","","LF13508","","",""
"667dc594-e1f0-4fa2-90f1-8a106862cb60","","","","","IC,LF355","NATIONAL","LF355","MARS140C","","","","","","LF355","","",""
"87e2fca8-db78-4538-a62e-23e390255154","","","","","IC,LF441","NATIONAL","LF441","MARS140D","","","","","","LF441","","",""
"3797c17a-ed67-48dd-a288-dbb056abe073","","","","","IC,MAX712","MAXIM","MAX712","MARS126C","","","","","","MAX712","","",""
"17cee212-a624-4e23-953a-d5452c86c971","","","","","IC,MAX713","MAXIM","MAX713","MARS126D","","","","","","MAX713","","",""
"85a68b3b-858e-4ea5-89a5-d9a7e7f70229","","","","","IC,LOGIC,QUAD,NAND2,74HC00,TH","MISC","74HC00","MARS156","","","","","","74HC00","","LOGIC,QUAD,NAND2","TH"
"f8182d5a-d695-433d-9dbd-9508d77dd54a","","","","","IC,74HC02,TH","MISC","74HC02","MARS156","","","","","","74HC02","","","TH"
"98d1ac1a-c4e0-4de3-96dd-5d8f60a4c165","","","","","IC,74HC03,TH","MISC","74HC03","MARS156","","","","","","74HC03","","","TH"
"e1675d5d-a4a4-477b-9664-5d6219b688a2","","","","","IC,74HC11,TH","MISC","74HC11","MARS158","","","","","","74HC11","","","TH"
"262efdd9-85e8-44ce-8f11-e460d9cf451b","","","","","IC,LOGIC,HEX INVERTER,SCHMITTTRIGGER,74HC14,TH","MISC","74HC14","MARS158","","","","","","74HC14","","LOGIC,HEX INVERTER,SCHMITTTRIGGER","TH"
"4bac3ee5-b8b2-4781-9fda-9feb590adb44","","","","","IC,74HC20,TH","MISC","74HC20","MARS158","","","","","","74HC20","","","TH"
"c123a64e-d1b7-4e6d-8ada-bd1f568ee24d","","","","","IC,LOGIC,D-FLIPFLOP,DUAL,74HC74,TH","MISC","74HC74","MARS167","","","","","","74HC74","","LOGIC,D-FLIPFLOP,DUAL","TH"
"d55bf4f8-0ab2-4597-b4f7-1e56c139a00c","","","","","IC,LOGIC,QUAD XOR2,74HC86,DIP","MISC","74HC86","MARS167","","","","","","74HC86","","LOGIC,QUAD XOR2","DIP"
"6919709f-c42f-4aa2-9786-ccef569d09ac","","","","","IC,LOGIC,DECODER,3:8,74HC138,DIP16,TH","MISC","74HC138","MARS167","","","","","","74HC138","DIP16","LOGIC,DECODER,3:8","TH"
"6c068fd2-320d-470b-b8e5-866edb50f80f","","","","","IC,LOGIC,QUAD,NAND2,SCHMITTTRIGGER,74HC132,DIP14,SMD","MISC","74HC132","MARS162","","","","","","74HC132","DIP14","LOGIC,QUAD,NAND2,SCHMITTTRIGGER","SMD"
"7f589162-d859-4079-a638-9495977ca10c","","","","","IC,74HC244,DIP20,TH","MISC","74HC244","MARS162","","","","","","74HC244","DIP20","","TH"
"af3327cc-fd61-4fda-94d7-8fb36da74098","","","","","IC,74HC245,DIP20,TH","MISC","74HC245","MARS162","","","","","","74HC245","DIP20","","TH"
"b7bae377-72ea-4a43-be40-d97ae5e31009","","","","","IC,LOGIC,LATCH*8,74HC373,DIP20,TH","MISC","74HC373","MARS162","","","","","","74HC373","DIP20","LOGIC,LATCH*8","TH"
"5c0cec1e-e843-4f61-9a0c-73adb4ca5761","","","","","IC,LOGIC,HEX,NOT,74HC04,TH","MISC","74HC04","MARS157","","","","","","74HC04","","LOGIC,HEX,NOT","TH"
"273f73f2-5d11-4b67-9bf4-d820f586c44f","","","","","IC,74HC08,TH","MISC","74HC08","MARS157","","","","","","74HC08","","","TH"
"15fb5e71-216a-4c57-994b-12d397516596","","","","","IC,74HC10,TH","MISC","74HC10","MARS157","","","","","","74HC10","","","TH"
"8f03957b-27a9-47d5-8385-d57cb56b4fb0","","","","","IC,74HC21,TH","MISC","74HC21","MARS166","","","","","","74HC21","","","TH"
"9ab3acbd-8445-48b6-8ee9-769e722418f1","","","","","IC,74HC27,TH","MISC","74HC27","MARS166","","","","","","74HC27","","","TH"
"05b20ec4-7ee2-4d20-96a2-4380958e5a95","","","","","IC,74HC32,TH","MISC","74HC32","MARS166","","","","","","74HC32","","","TH"
"0577dfb5-973c-4d76-b31c-79caa438b007","","","","","IC,74HC151,TH","MISC","74HC151","MARS168","","","","","","74HC151","","","TH"
"7200ccac-e177-422b-b5b0-739fa3759fce","","","","","IC,74HC153,TH","MISC","74HC153","MARS168","","","","","","74HC153","","","TH"
"e8a2bd04-fca1-4b43-90f6-9abeb5c8cb80","","","","","IC,74HC257,TH","MISC","74HC257","MARS168","","","","","","74HC257","","","TH"
"fac9afe9-a7ec-4a1e-9caf-2668d45e38c8","","","","","IC,74F299,DIP20,TH","MISC","74F299","MARS168","","","","","","74F299","DIP20","","TH"
"0e778b42-c6ad-4f3e-89c3-ee0ae7cc609b","","","","","IC,74HCT541,DIP20,DIP","MISC","74HCT541","MARS163","","","","","","74HCT541","DIP20","","DIP"
"fb26f894-9bfb-44cf-9054-f7920c409d7b","","","","","IC,LOGIC,LATCH*8,74HCT573,DIP20,DIP","MISC","74HCT573","MARS163","","","","","","74HCT573","DIP20","LOGIC,LATCH*8","DIP"
"85d9fbd3-0060-45f2-9b98-9a2b38836c45","","","","","IC,LOGIC,D-FLIPFLOP*8,74HCT574,DIP20,DIP","MISC","74HCT574","MARS163","","","","","","74HCT574","DIP20","LOGIC,D-FLIPFLOP*8","DIP"
"e3f663a2-c0e7-43ea-867f-67912070dabe","","","","","IC,74HCT688,DIP","MISC","74HCT688","MARS163","","","","","","74HCT688","","","DIP"
"c7b2be94-df27-4f2b-89b6-134f0053ab0f","","","","","IC,LOGIC,COMPARATOR 8-BIT,74HC688,DIP","MISC","74HC688","MARS159","","","","","","74HC688","","LOGIC,COMPARATOR 8-BIT","DIP"
"94aec918-8210-4855-8c66-15411668d9f7","","","","","IC,LOGIC,LATCH*8,74HC373,TH","MISC","74HC373","MARS159","","","","","","74HC373","","LOGIC,LATCH*8","TH"
"694c110b-6a2e-45d7-934a-8dbcf69989e2","","","","","IC,74HC374,DIP","MISC","74HC374","MARS159","","","","","","74HC374","","","DIP"
"55751c56-3357-4a96-b046-c6a81fbddc9a","","","","","IC,74HC299,TH","MISC","74HC299","MARS159","","","","","","74HC299","","","TH"
"e4ac8069-ad80-4feb-b5a8-908b022bd43e","","","","","IC,74HC4538,DIP","MISC","74HC4538","MARS160","","","","","","74HC4538","","","DIP"
"5178c3bb-06c0-4629-b3d6-670d745633fd","","","","","IC,74HC4075,DIP","MISC","74HC4075","MARS160","","","","","","74HC4075","","","DIP"
"e2b4dcb9-049c-4098-9188-e522ff211d4c","","","","","IC,74HC4040,DIP","MISC","74HC4040","MARS160","","","","","","74HC4040","","","DIP"
"64bd26c8-6eb9-4d32-be9a-6a98d182b561","","","","","IC,74HC4017,DIP","MISC","74HC4017","MARS160","","","","","","74HC4017","","","DIP"
"fdb30a70-ca1c-424a-9198-0e770d95208a","","","","","IC,74HC251,TH","MISC","74HC251","MARS164","","","","","","74HC251","","","TH"
"4b83fa9a-ac11-455c-be14-d17103020f9a","","","","","IC,74HC245,TH","MISC","74HC245","MARS164","","","","","","74HC245","","","TH"
"91f5ca13-2044-490c-8801-21232b334738","","","","","IC,74HC163,TH","MISC","74HC163","MARS164","","","","","","74HC163","","","TH"
"0bda350a-cc4e-4ab2-991a-c3045de9d791","","","","","IC,74HC137,DIP16,TH","MISC","74HC137","MARS164","","","","","","74HC137","DIP16","","TH"
"02749819-4fff-4602-abf7-b165a9bd51eb","","","","","IC,74HC126,TH","MISC","74HC126","MARS170","","","","","","74HC126","","","TH"
"cca130ff-5476-4f0f-b5a8-6ff1f8c9225d","","","","","IC,74HC240,DIP20,TH","MISC","74HC240","MARS170","","","","","","74HC240","DIP20","","TH"
"76b7299c-966a-4115-9fd8-474567fbd7d1","","","","","IC,74HC125,TH","MISC","74HC125","MARS170","","","","","","74HC125","","","TH"
"393d8dba-096c-4e60-aa12-ef9978d385ae","","","","","IC,74HC123,TH","MISC","74HC123","MARS170","","","","","","74HC123","","","TH"
"73f6376d-0350-4738-b9a5-a47fef95b9f0","","","","","IC,74HC368,TH","MISC","74HC368","MARS169","","","","","","74HC368","","","TH"
"f157005d-8a55-4a77-8e30-43d02a669bc0","","","","","IC,74HC279,TH","MISC","74HC279","MARS169","","","","","","74HC279","","","TH"
"2af3b2b0-cb83-4848-8e51-207c73c103da","","","","","IC,74F569,TH","MISC","74F569","MARS169","","","","","","74F569","","","TH"
"fa06f186-f93b-4d58-ac9b-0d453d518dec","","","","","IC,74HC266,TH","MISC","74HC266","MARS169","","","","","","74HC266","","","TH"
"f978550d-4daa-46eb-9d2b-988081792237","","","","","IC,74HC191,SMD","MISC","74HC191","","","","","","","74HC191","","","SMD"
"8cf8d071-950c-4316-b02e-e291a0c7050a","","","","","IC,74HC148,SMD","MISC","74HC148","","","","","","","74HC148","","","SMD"
"5b9527ca-882f-4299-a442-f9855bd30a86","","","","","IC,74F374,SMD","MISC","74F374","","","","","","","74F374","","","SMD"
"0bf215be-de2d-45c5-a160-7ba626aa7583","","","","","IC,74F381,SMD","MISC","74F381","","","","","","","74F381","","","SMD"
"f390ded9-84f7-4f46-b181-3719a551cceb","","","","","IC,LOGIC,LATCH*8,74F373,SMD","MISC","74F373","","","","","","","74F373","","LOGIC,LATCH*8","SMD"
"bbbf137a-474a-4664-88ae-f227b21bebdf","","","","","IC,74F569,SMD","MISC","74F569","","","","","","","74F569","","","SMD"
"3d3d3194-3fb6-4b25-a0d3-5a85d80d3c6c","","","","","IC,74F579,SMD","MISC","74F579","","","","","","","74F579","","","SMD"
"96423653-ed27-4841-b81c-2a9ac65a2b6c","","","","","IC,74F379,SMD","MISC","74F379","","","","","","","74F379","","","SMD"
"242d0614-1fa2-4b88-a7b4-1003cb130376","","","","","IC,74LS74,SMD","MISC","74LS74","","","","","","","74LS74","","","SMD"
"d35c63ce-7ce8-4f1e-86c5-4cf422d001ea","","","","","IC,MCL T4-2,DIP6","MINI CIRCUITS","MCL T4-2","","","","","","","MCL T4-2","DIP6","",""
"53d4ff68-2170-4e29-80ce-31e3b9f97134","","","","","IC,MCL T1-6T,DIP6","MINI CIRCUITS","MCL T1-6T","","","","","","","MCL T1-6T","DIP6","",""
"9b76c1de-cb0c-4218-a262-4f2a847962b4","","","","","IC,MCL Y1-6T,DIP6","MINI CIRCUITS","MCL Y1-6T","","","","","","","MCL Y1-6T","DIP6","",""
"1ca193b5-39d0-45b1-aa44-628e76f415eb","","","","","IC,MCL T8-1,DIP6","MINI CIRCUITS","MCL T8-1","","","","","","","MCL T8-1","DIP6","",""
"1ec3e40c-11d7-4492-b32c-193f5939b0ff","","","","","IC,MICROCONTROLLER,8-BIT,AT89C251","ATMEL","AT89C251","MARS141A","","","","","","AT89C251","","MICROCONTROLLER,8-BIT",""
"c3980e78-29ee-4360-bb89-a7286590c44c","","","","","IC,MICROCONTROLLER,8-BIT,AT89C8252","ATMEL","AT89C8252","MARS141B","","","","","","AT89C8252","","MICROCONTROLLER,8-BIT",""
"0d42bf7e-e8d5-4660-8680-7ee85530aad2","","","","","IC,87C52,DIP40,TH","NXP","87C52","MARS142","","","","","","87C52","DIP40","","TH"
